"filename", "language", "CSS", "JSON", "Dart", "Markdown", "YAML", "HTML", "C++", "Draw.io", "XML", "Swift", "Groovy", "Properties", "comment", "blank", "total"
"j:\my_all_prog2\my_ecommerce\readme_files\first_wish_list_bloc_diagram_for_single_product\first_wish_list_bloc_diagram_for_single_product.drawio", "Draw.io", 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 128
"j:\my_all_prog2\my_ecommerce\test\core\networking\check_connection_using_url_test.dart", "Dart", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 42
"j:\my_all_prog2\my_ecommerce\test\core\networking\network_test.dart", "Dart", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 12, 125
"j:\my_all_prog2\my_ecommerce\test\features\cart\repositories\cart_repository_test.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 60
"j:\my_all_prog2\my_ecommerce\test\fixtures\t_cart_item.dart", "Dart", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"j:\my_all_prog2\my_ecommerce\test\fixtures\t_product.dart", "Dart", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34
"j:\my_all_prog2\my_ecommerce\test\test_constants.dart", "Dart", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6
"j:\my_all_prog2\my_ecommerce\test\widget_test.dart", "Dart", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 12
"j:\my_all_prog2\my_ecommerce\web\index.html", "HTML", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 14, 5, 104
"j:\my_all_prog2\my_ecommerce\web\manifest.json", "JSON", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"j:\my_all_prog2\my_ecommerce\web\splash\style.css", "CSS", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"Total", "-", 36, 337, 10387, 46, 79, 85, 1, 128, 234, 12, 82, 8, 907, 1512, 13854
